epoch,train_loss,val_loss,train_mae,val_mae,train_rmse,val_rmse,train_r2,val_r2
182,310.14117431640625,777.1248168945312,14.329932,22.892374,17.610825,27.876959,0.6665687561035156,0.22893166542053223
183,315.12799072265625,797.7473754882812,14.2782135,23.10084,17.751844,28.24442,0.661207377910614,0.20846998691558838
184,304.59326171875,768.0457153320312,14.3101,22.911434,17.4526,27.713636,0.6725332736968994,0.23794013261795044
185,300.04248046875,750.6572875976562,14.343621,22.87959,17.321733,27.398125,0.6774258017539978,0.25519293546676636
186,298.84716796875,750.8114624023438,14.297392,22.843544,17.287197,27.40094,0.6787108182907104,0.25503993034362793
187,298.5594787597656,757.8218994140625,14.232526,22.87468,17.278873,27.528564,0.6790201663970947,0.24808412790298462
188,297.343994140625,758.0919189453125,14.188024,22.88181,17.243664,27.533468,0.6803269386291504,0.247816264629364
189,294.8847351074219,745.3775024414062,14.190779,22.872248,17.172207,27.301603,0.6829708814620972,0.26043152809143066
190,295.16766357421875,730.0723876953125,14.293176,23.001602,17.180445,27.019854,0.6826666593551636,0.2756173610687256
191,293.3597412109375,735.0416870117188,14.242119,23.00085,17.127748,27.111652,0.6846103668212891,0.2706868052482605
192,292.03765869140625,738.241455078125,14.19915,23.00016,17.08911,27.170599,0.686031699180603,0.2675120234489441
193,290.83929443359375,740.8433837890625,14.147892,22.995634,17.05401,27.21844,0.6873200535774231,0.2649303078651428
194,289.92620849609375,753.6704711914062,14.037123,22.95933,17.027218,27.453058,0.6883018016815186,0.25220322608947754
195,290.9281311035156,768.1675415039062,13.947659,23.017899,17.056616,27.715836,0.6872245669364929,0.2378191351890564
196,294.00982666015625,787.3118286132812,13.875798,23.111088,17.146715,28.059076,0.6839114427566528,0.21882414817810059
197,291.6537780761719,783.5068969726562,13.841707,23.123213,17.077875,27.991194,0.6864444017410278,0.2225993275642395
198,288.3407287597656,774.6237182617188,13.82113,23.114769,16.980598,27.832064,0.6900062561035156,0.23141324520111084
199,284.3668212890625,760.2496948242188,13.825561,23.089828,16.86318,27.572626,0.6942785978317261,0.24567526578903198
200,282.61895751953125,757.22119140625,13.797368,23.095747,16.811274,27.517654,0.6961577534675598,0.24868011474609375
